adm_lvl_1,adm_lvl_2,adm_lvl_3,adm_lvl_4,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
BALOCHISTAN,NA,GWADAR,SUNTSER SUB-TEHSIL,SUNTSER SUB-TEHSIL,TOTAL,1975,10886,5831,5055,NA,115.35,5.51,NA,5.31,17346,-0.0242
BALOCHISTAN,NA,GWADAR,SUNTSER SUB-TEHSIL,SUNTSER SUB-TEHSIL,RURAL,NA,10886,5831,5055,NA,115.35,NA,NA,5.31,17346,-0.0242
BALOCHISTAN,NA,GWADAR,SUNTSER SUB-TEHSIL,SUNTSER SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KECH,NA,KECH DISTRICT,TOTAL,22539,907182,492878,414202,102,118.99,40.25,0.3329,6.58,413204,0.042199999999999994
BALOCHISTAN,NA,KECH,NA,KECH DISTRICT,RURAL,NA,605162,327327,277773,62,117.84,NA,NA,6.65,344601,0.03
BALOCHISTAN,NA,KECH,NA,KECH DISTRICT,URBAN,NA,302020,165551,136429,40,121.35,NA,NA,6.45,68603,0.081
BALOCHISTAN,NA,KECH,BALNIGORE SUB-TEHSIL,BALNIGORE SUB-TEHSIL,TOTAL,1238,44595,23222,21373,NA,108.65,36.02,NA,6.19,19560,0.044199999999999996
BALOCHISTAN,NA,KECH,BALNIGORE SUB-TEHSIL,BALNIGORE SUB-TEHSIL,RURAL,NA,44595,23222,21373,NA,108.65,NA,NA,6.19,19560,0.044199999999999996
BALOCHISTAN,NA,KECH,BALNIGORE SUB-TEHSIL,BALNIGORE SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KECH,BULAIDA SUB-TEHSIL,BULAIDA SUB-TEHSIL,TOTAL,1997,77148,41872,35265,11,118.74,38.63,0.5165,7.13,35251,0.042
BALOCHISTAN,NA,KECH,BULAIDA SUB-TEHSIL,BULAIDA SUB-TEHSIL,RURAL,NA,37302,20624,16673,5,123.7,NA,NA,7.47,35251,0.003
BALOCHISTAN,NA,KECH,BULAIDA SUB-TEHSIL,BULAIDA SUB-TEHSIL,URBAN,NA,39846,21248,18592,6,114.29,NA,NA,6.84,NA,NA
BALOCHISTAN,NA,KECH,DASHT SUB-TEHSIL,DASHT SUB-TEHSIL,TOTAL,2486,76470,41008,35459,3,115.65,30.76,NA,6.86,39061,0.0359
BALOCHISTAN,NA,KECH,DASHT SUB-TEHSIL,DASHT SUB-TEHSIL,RURAL,NA,76470,41008,35459,3,115.65,NA,NA,6.86,39061,0.0359
BALOCHISTAN,NA,KECH,DASHT SUB-TEHSIL,DASHT SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KECH,HOSHAB SUB-TEHSIL,HOSHAB SUB-TEHSIL,TOTAL,2213,52947,30389,22549,9,134.77,23.93,NA,6.55,37819,0.0178
BALOCHISTAN,NA,KECH,HOSHAB SUB-TEHSIL,HOSHAB SUB-TEHSIL,RURAL,NA,52947,30389,22549,9,134.77,NA,NA,6.55,37819,0.0178
BALOCHISTAN,NA,KECH,HOSHAB SUB-TEHSIL,HOSHAB SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KECH,KECH (TURBAT) TEHSIL,KECH (TURBAT) TEHSIL,TOTAL,9742,416608,228779,187771,58,121.84,42.76,0.5133,6.13,157142,0.0526
BALOCHISTAN,NA,KECH,KECH (TURBAT) TEHSIL,KECH (TURBAT) TEHSIL,RURAL,NA,202777,110066,92685,26,118.75,NA,NA,6.12,88539,0.044500000000000005
BALOCHISTAN,NA,KECH,KECH (TURBAT) TEHSIL,KECH (TURBAT) TEHSIL,URBAN,NA,213831,118713,95086,32,124.85,NA,NA,6.14,68603,0.061500000000000006
BALOCHISTAN,NA,KECH,MAND SUB-TEHSIL,MAND SUB-TEHSIL,TOTAL,1456,50995,27158,23835,2,113.94,35.02,NA,6,35281,0.0195
BALOCHISTAN,NA,KECH,MAND SUB-TEHSIL,MAND SUB-TEHSIL,RURAL,NA,50995,27158,23835,2,113.94,NA,NA,6,35281,0.0195
BALOCHISTAN,NA,KECH,MAND SUB-TEHSIL,MAND SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KECH,TUMP SUB-TEHSIL,TUMP SUB-TEHSIL,TOTAL,1945,146008,79412,66580,16,119.27,75.07,0.3311,7.81,51234,0.056600000000000004
BALOCHISTAN,NA,KECH,TUMP SUB-TEHSIL,TUMP SUB-TEHSIL,RURAL,NA,97665,53822,43829,14,122.8,NA,NA,7.83,51234,0.0345
BALOCHISTAN,NA,KECH,TUMP SUB-TEHSIL,TUMP SUB-TEHSIL,URBAN,NA,48343,25590,22751,2,112.48,NA,NA,7.77,NA,NA
BALOCHISTAN,NA,KECH,ZAMORAN SUB-TEHSIL,ZAMORAN SUB-TEHSIL,TOTAL,1462,42411,21038,21370,3,98.45,29.01,NA,7.7,37856,0.006
BALOCHISTAN,NA,KECH,ZAMORAN SUB-TEHSIL,ZAMORAN SUB-TEHSIL,RURAL,NA,42411,21038,21370,3,98.45,NA,NA,7.7,37856,0.006
BALOCHISTAN,NA,KECH,ZAMORAN SUB-TEHSIL,ZAMORAN SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,PANJGUR,NA,PANJGUR DISTRICT,TOTAL,16891,315353,166379,148952,22,111.7,18.67,0.255,7.38,234051,0.0158
BALOCHISTAN,NA,PANJGUR,NA,PANJGUR DISTRICT,RURAL,NA,234942,123512,111411,19,110.86,NA,NA,7.5,212754,0.0052
BALOCHISTAN,NA,PANJGUR,NA,PANJGUR DISTRICT,URBAN,NA,80411,42867,37541,3,114.19,NA,NA,7.07,21297,0.0723
BALOCHISTAN,NA,PANJGUR,GICHK SUB-TEHSIL,GICHK SUB-TEHSIL,TOTAL,8387,16646,8967,7676,3,116.82,1.98,NA,8.37,22568,-0.0159
BALOCHISTAN,NA,PANJGUR,GICHK SUB-TEHSIL,GICHK SUB-TEHSIL,RURAL,NA,16646,8967,7676,3,116.82,NA,NA,8.37,22568,-0.0159
BALOCHISTAN,NA,PANJGUR,GICHK SUB-TEHSIL,GICHK SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,PANJGUR,GOWARGO TEHSIL,GOWARGO TEHSIL,TOTAL,1471,16329,8424,7905,NA,106.57,11.1,NA,5.7,24377,-0.0208
BALOCHISTAN,NA,PANJGUR,GOWARGO TEHSIL,GOWARGO TEHSIL,RURAL,NA,16329,8424,7905,NA,106.57,NA,NA,5.7,24377,-0.0208
BALOCHISTAN,NA,PANJGUR,GOWARGO TEHSIL,GOWARGO TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,PANJGUR,PANJGUR TEHSIL,PANJGUR TEHSIL,TOTAL,3655,259163,136327,122820,16,111,70.91,0.3103,7.39,168268,0.0229
BALOCHISTAN,NA,PANJGUR,PANJGUR TEHSIL,PANJGUR TEHSIL,RURAL,NA,178752,93460,85279,13,109.59,NA,NA,7.54,146971,0.0103
BALOCHISTAN,NA,PANJGUR,PANJGUR TEHSIL,PANJGUR TEHSIL,URBAN,NA,80411,42867,37541,3,114.19,NA,NA,7.07,21297,0.0723
BALOCHISTAN,NA,PANJGUR,PAROME TEHSIL,PAROME TEHSIL,TOTAL,3378,23215,12661,10551,3,120,6.87,NA,8.49,18838,0.011000000000000001
BALOCHISTAN,NA,PANJGUR,PAROME TEHSIL,PAROME TEHSIL,RURAL,NA,23215,12661,10551,3,120,NA,NA,8.49,18838,0.011000000000000001
BALOCHISTAN,NA,PANJGUR,PAROME TEHSIL,PAROME TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,JAFFARABAD,NA,JAFFARABAD DISTRICT,TOTAL,1643,513972,262872,251047,53,104.71,312.83,0.3068,6.46,291290,0.030299999999999997
BALOCHISTAN,NA,JAFFARABAD,NA,JAFFARABAD DISTRICT,RURAL,NA,356261,182378,173838,45,104.91,NA,NA,6.35,213973,0.0271
BALOCHISTAN,NA,JAFFARABAD,NA,JAFFARABAD DISTRICT,URBAN,NA,157711,80494,77209,8,104.25,NA,NA,6.72,77317,0.0382
BALOCHISTAN,NA,JAFFARABAD,GANDHAKA TEHSIL,GANDHAKA TEHSIL,TOTAL,554,74881,38209,36650,22,104.25,135.16,NA,5.93,52767,0.018600000000000002
BALOCHISTAN,NA,JAFFARABAD,GANDHAKA TEHSIL,GANDHAKA TEHSIL,RURAL,NA,74881,38209,36650,22,104.25,NA,NA,5.93,52767,0.018600000000000002
BALOCHISTAN,NA,JAFFARABAD,GANDHAKA TEHSIL,GANDHAKA TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,JAFFARABAD,JHAT PAT TEHSIL,JHAT PAT TEHSIL,TOTAL,690,253107,130000,123077,30,105.62,366.82,0.31989999999999996,6.48,131060,0.0352
BALOCHISTAN,NA,JAFFARABAD,JHAT PAT TEHSIL,JHAT PAT TEHSIL,RURAL,NA,172149,88378,83749,22,105.53,NA,NA,6.37,92689,0.0331
BALOCHISTAN,NA,JAFFARABAD,JHAT PAT TEHSIL,JHAT PAT TEHSIL,URBAN,NA,80958,41622,39328,8,105.83,NA,NA,6.75,38371,0.04
BALOCHISTAN,NA,JAFFARABAD,USTA MUHAMMAD TEHSIL,USTA MUHAMMAD TEHSIL,TOTAL,399,185984,94663,91320,1,103.66,466.13,0.4127,6.67,107463,0.0292
BALOCHISTAN,NA,JAFFARABAD,USTA MUHAMMAD TEHSIL,USTA MUHAMMAD TEHSIL,RURAL,NA,109231,55791,53439,1,104.4,NA,NA,6.65,68517,0.0248
BALOCHISTAN,NA,JAFFARABAD,USTA MUHAMMAD TEHSIL,USTA MUHAMMAD TEHSIL,URBAN,NA,76753,38872,37881,NA,102.62,NA,NA,6.69,38946,0.0363
BALOCHISTAN,NA,JHAL MAGSI,NA,JHAL MAGSI DISTRICT,TOTAL,3615,148900,76726,72173,1,106.31,41.19,0.0525,5.95,109941,0.0161
BALOCHISTAN,NA,JHAL MAGSI,NA,JHAL MAGSI DISTRICT,RURAL,NA,141085,72768,68317,NA,106.52,NA,NA,5.94,101844,0.0173
BALOCHISTAN,NA,JHAL MAGSI,NA,JHAL MAGSI DISTRICT,URBAN,NA,7815,3958,3856,1,102.65,NA,NA,6.26,8097,-0.0019
BALOCHISTAN,NA,JHAL MAGSI,GANDAWA TEHSIL,GANDAWA TEHSIL,TOTAL,1344,51180,26282,24897,1,105.56,38.08,0.1527,6.08,34791,0.020499999999999997
BALOCHISTAN,NA,JHAL MAGSI,GANDAWA TEHSIL,GANDAWA TEHSIL,RURAL,NA,43365,22324,21041,NA,106.1,NA,NA,6.05,26694,0.0258
BALOCHISTAN,NA,JHAL MAGSI,GANDAWA TEHSIL,GANDAWA TEHSIL,URBAN,NA,7815,3958,3856,1,102.65,NA,NA,6.26,8097,-0.0019
BALOCHISTAN,NA,JHAL MAGSI,JHAL MAGSI TEHSIL,JHAL MAGSI TEHSIL,TOTAL,1679,88279,45604,42675,NA,106.86,52.58,NA,5.86,63588,0.0174
BALOCHISTAN,NA,JHAL MAGSI,JHAL MAGSI TEHSIL,JHAL MAGSI TEHSIL,RURAL,NA,88279,45604,42675,NA,106.86,NA,NA,5.86,63588,0.0174
BALOCHISTAN,NA,JHAL MAGSI,JHAL MAGSI TEHSIL,JHAL MAGSI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,JHAL MAGSI,MIRPUR SUB-TEHSIL,MIRPUR SUB-TEHSIL,TOTAL,592,9441,4840,4601,NA,105.19,15.95,NA,6.21,11562,-0.0106
BALOCHISTAN,NA,JHAL MAGSI,MIRPUR SUB-TEHSIL,MIRPUR SUB-TEHSIL,RURAL,NA,9441,4840,4601,NA,105.19,NA,NA,6.21,11562,-0.0106
BALOCHISTAN,NA,JHAL MAGSI,MIRPUR SUB-TEHSIL,MIRPUR SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KACHHI,NA,KACHHI DISTRICT,TOTAL,5682,309932,164291,145633,8,112.81,54.55,0.16449999999999998,7.47,255480,0.0102
BALOCHISTAN,NA,KACHHI,NA,KACHHI DISTRICT,RURAL,NA,258952,137461,121486,5,113.15,NA,NA,7.49,215993,0.0096
BALOCHISTAN,NA,KACHHI,NA,KACHHI DISTRICT,URBAN,NA,50980,26830,24147,3,111.1,NA,NA,7.34,39487,0.013500000000000002
BALOCHISTAN,NA,KACHHI,BALANARI SUB-TEHSIL,BALANARI SUB-TEHSIL,TOTAL,402,43341,22595,20746,NA,108.9,107.81,NA,6.13,39597,0.0048
BALOCHISTAN,NA,KACHHI,BALANARI SUB-TEHSIL,BALANARI SUB-TEHSIL,RURAL,NA,43341,22595,20746,NA,108.9,NA,NA,6.13,39597,0.0048
BALOCHISTAN,NA,KACHHI,BALANARI SUB-TEHSIL,BALANARI SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KACHHI,BHAG TEHSIL,BHAG TEHSIL,TOTAL,1308,73459,38269,35183,7,108.8,56.16,0.226,6.56,56023,0.0143
BALOCHISTAN,NA,KACHHI,BHAG TEHSIL,BHAG TEHSIL,RURAL,NA,56859,29740,27115,4,109.7,NA,NA,6.57,43842,0.0138
BALOCHISTAN,NA,KACHHI,BHAG TEHSIL,BHAG TEHSIL,URBAN,NA,16600,8529,8068,3,105.7,NA,NA,6.53,12181,0.016399999999999998
BALOCHISTAN,NA,KACHHI,DHADAR TEHSIL,DHADAR TEHSIL,TOTAL,976,42389,22083,20306,NA,108.8,43.43,0.35950000000000004,7.37,45481,-0.0037
BALOCHISTAN,NA,KACHHI,DHADAR TEHSIL,DHADAR TEHSIL,RURAL,NA,27149,14145,13004,NA,108.8,NA,NA,7.02,32663,-0.0097
BALOCHISTAN,NA,KACHHI,DHADAR TEHSIL,DHADAR TEHSIL,URBAN,NA,15240,7938,7302,NA,108.7,NA,NA,8.1,12818,0.0091
BALOCHISTAN,NA,KACHHI,KHATTAN SUB-TEHSIL,KHATTAN SUB-TEHSIL,TOTAL,277,14213,7411,6802,NA,109,51.31,NA,8.05,7202,0.0364
BALOCHISTAN,NA,KACHHI,KHATTAN SUB-TEHSIL,KHATTAN SUB-TEHSIL,RURAL,NA,14213,7411,6802,NA,109,NA,NA,8.05,7202,0.0364
BALOCHISTAN,NA,KACHHI,KHATTAN SUB-TEHSIL,KHATTAN SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KACHHI,MACH SUB-TEHSIL,MACH SUB-TEHSIL,TOTAL,708,39629,21082,18547,NA,113.7,55.97,0.483,7.31,30107,0.014499999999999999
BALOCHISTAN,NA,KACHHI,MACH SUB-TEHSIL,MACH SUB-TEHSIL,RURAL,NA,20489,10719,9770,NA,109.7,NA,NA,7.07,15619,0.0144
BALOCHISTAN,NA,KACHHI,MACH SUB-TEHSIL,MACH SUB-TEHSIL,URBAN,NA,19140,10363,8777,NA,118.1,NA,NA,7.6,14488,0.0147
BALOCHISTAN,NA,KACHHI,SANNI SUB-TEHSIL,SANNI SUB-TEHSIL,TOTAL,2011,96901,52851,44049,1,120,48.19,NA,9.4,77070,0.0121
BALOCHISTAN,NA,KACHHI,SANNI SUB-TEHSIL,SANNI SUB-TEHSIL,RURAL,NA,96901,52851,44049,1,120,NA,NA,9.4,77070,0.0121
BALOCHISTAN,NA,KACHHI,SANNI SUB-TEHSIL,SANNI SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,NASIRABAD,NA,NASIRABAD DISTRICT,TOTAL,3387,487847,251564,236282,1,106.47,144.04,0.1974,7.31,245894,0.0366
BALOCHISTAN,NA,NASIRABAD,NA,NASIRABAD DISTRICT,RURAL,NA,391531,202403,189127,1,107.02,NA,NA,7.28,207463,0.0339
BALOCHISTAN,NA,NASIRABAD,NA,NASIRABAD DISTRICT,URBAN,NA,96316,49161,47155,NA,104.25,NA,NA,7.42,38431,0.0495
BALOCHISTAN,NA,NASIRABAD,BABA KOT TEHSIL,BABA KOT TEHSIL,TOTAL,967,49480,25844,23636,NA,109.34,51.17,NA,6.69,19531,0.05
BALOCHISTAN,NA,NASIRABAD,BABA KOT TEHSIL,BABA KOT TEHSIL,RURAL,NA,49480,25844,23636,NA,109.34,NA,NA,6.69,19531,0.05
BALOCHISTAN,NA,NASIRABAD,BABA KOT TEHSIL,BABA KOT TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,NASIRABAD,CHATTAR SUB-TEHSIL,CHATTAR SUB-TEHSIL,TOTAL,961,76536,39811,36725,NA,108.4,79.64,NA,7.91,50446,0.022099999999999998
BALOCHISTAN,NA,NASIRABAD,CHATTAR SUB-TEHSIL,CHATTAR SUB-TEHSIL,RURAL,NA,76536,39811,36725,NA,108.4,NA,NA,7.91,50446,0.022099999999999998
BALOCHISTAN,NA,NASIRABAD,CHATTAR SUB-TEHSIL,CHATTAR SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,NASIRABAD,DERA MURAD JAMALI TEHSIL,DERA MURAD JAMALI TEHSIL,TOTAL,776,230775,118203,112572,NA,105,297.39,0.4174,7.33,104107,0.042699999999999995
BALOCHISTAN,NA,NASIRABAD,DERA MURAD JAMALI TEHSIL,DERA MURAD JAMALI TEHSIL,RURAL,NA,134459,69042,65417,NA,105.54,NA,NA,7.26,65676,0.0384
BALOCHISTAN,NA,NASIRABAD,DERA MURAD JAMALI TEHSIL,DERA MURAD JAMALI TEHSIL,URBAN,NA,96316,49161,47155,NA,104.25,NA,NA,7.42,38431,0.0495
BALOCHISTAN,NA,NASIRABAD,TAMBOO TEHSIL,TAMBOO TEHSIL,TOTAL,683,131056,67706,63349,1,106.88,191.88,NA,7.2,71810,0.0321
BALOCHISTAN,NA,NASIRABAD,TAMBOO TEHSIL,TAMBOO TEHSIL,RURAL,NA,131056,67706,63349,1,106.88,NA,NA,7.2,71810,0.0321
BALOCHISTAN,NA,NASIRABAD,TAMBOO TEHSIL,TAMBOO TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,SOHBATPUR,NA,SOHBATPUR DISTRICT,TOTAL,802,200426,102967,97449,10,105.66,249.91,0.0642,6.54,141527,0.0184
BALOCHISTAN,NA,SOHBATPUR,NA,SOHBATPUR DISTRICT,RURAL,NA,187559,96303,91246,10,105.54,NA,NA,6.59,133321,0.0181
BALOCHISTAN,NA,SOHBATPUR,NA,SOHBATPUR DISTRICT,URBAN,NA,12867,6664,6203,NA,107.43,NA,NA,5.87,8206,0.0239
BALOCHISTAN,NA,SOHBATPUR,FARIDABAD TEHSIL,FARIDABAD TEHSIL,TOTAL,137,58204,29719,28484,1,104.34,424.85,NA,6.69,33400,0.0296
BALOCHISTAN,NA,SOHBATPUR,FARIDABAD TEHSIL,FARIDABAD TEHSIL,RURAL,NA,58204,29719,28484,1,104.34,NA,NA,6.69,33400,0.0296
BALOCHISTAN,NA,SOHBATPUR,FARIDABAD TEHSIL,FARIDABAD TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,SOHBATPUR,SANHRI TEHSIL,SANHRI TEHSIL,TOTAL,331,88788,45781,43005,2,106.46,268.24,NA,6.39,66681,0.0152
BALOCHISTAN,NA,SOHBATPUR,SANHRI TEHSIL,SANHRI TEHSIL,RURAL,NA,88788,45781,43005,2,106.46,NA,NA,6.39,66681,0.0152
BALOCHISTAN,NA,SOHBATPUR,SANHRI TEHSIL,SANHRI TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,SOHBATPUR,SOHBATPUR TEHSIL,SOHBATPUR TEHSIL,TOTAL,334,53434,27467,25960,7,105.81,159.98,0.2408,6.64,41446,0.0134
BALOCHISTAN,NA,SOHBATPUR,SOHBATPUR TEHSIL,SOHBATPUR TEHSIL,RURAL,NA,40567,20803,19757,7,105.29,NA,NA,6.93,33240,0.0105
BALOCHISTAN,NA,SOHBATPUR,SOHBATPUR TEHSIL,SOHBATPUR TEHSIL,URBAN,NA,12867,6664,6203,NA,107.43,NA,NA,5.87,8206,0.0239
BALOCHISTAN,NA,CHAGAI,NA,CHAGAI DISTRICT,TOTAL,44748,226517,118973,107537,7,110.63,5.06,0.0718,6.87,104534,0.0415
BALOCHISTAN,NA,CHAGAI,NA,CHAGAI DISTRICT,RURAL,NA,210252,110674,99571,7,111.15,NA,NA,6.78,92586,0.044000000000000004
BALOCHISTAN,NA,CHAGAI,NA,CHAGAI DISTRICT,URBAN,NA,16265,8299,7966,NA,104.18,NA,NA,8.19,11948,0.0163
BALOCHISTAN,NA,CHAGAI,CHAGAI SUB-TEHSIL,CHAGAI SUB-TEHSIL,TOTAL,3975,58256,30396,27859,1,109.11,14.66,NA,7.18,22511,0.0512
BALOCHISTAN,NA,CHAGAI,CHAGAI SUB-TEHSIL,CHAGAI SUB-TEHSIL,RURAL,NA,58256,30396,27859,1,109.11,NA,NA,7.18,22511,0.0512
BALOCHISTAN,NA,CHAGAI,CHAGAI SUB-TEHSIL,CHAGAI SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,CHAGAI,DALBANDIN TEHSIL,DALBANDIN TEHSIL,TOTAL,15363,127468,65949,61514,5,107.21,8.3,0.1276,6.67,60328,0.0401
BALOCHISTAN,NA,CHAGAI,DALBANDIN TEHSIL,DALBANDIN TEHSIL,RURAL,NA,111203,57650,53548,5,107.66,NA,NA,6.5,48380,0.0447
BALOCHISTAN,NA,CHAGAI,DALBANDIN TEHSIL,DALBANDIN TEHSIL,URBAN,NA,16265,8299,7966,NA,104.18,NA,NA,8.19,11948,0.0163
BALOCHISTAN,NA,CHAGAI,NOKUNDI SUB-TEHSIL,NOKUNDI SUB-TEHSIL,TOTAL,16092,22283,11851,10432,NA,113.6,1.38,NA,6.42,14029,0.0246
BALOCHISTAN,NA,CHAGAI,NOKUNDI SUB-TEHSIL,NOKUNDI SUB-TEHSIL,RURAL,NA,22283,11851,10432,NA,113.6,NA,NA,6.42,14029,0.0246
BALOCHISTAN,NA,CHAGAI,NOKUNDI SUB-TEHSIL,NOKUNDI SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
BALOCHISTAN,NA,CHAGAI,TAFTAN SUB-TEHSIL,TAFTAN SUB-TEHSIL,TOTAL,9318,18510,10777,7732,1,139.38,1.99,NA,8.14,7666,0.047400000000000005
BALOCHISTAN,NA,CHAGAI,TAFTAN SUB-TEHSIL,TAFTAN SUB-TEHSIL,RURAL,NA,18510,10777,7732,1,139.38,NA,NA,8.14,7666,0.047400000000000005
BALOCHISTAN,NA,CHAGAI,TAFTAN SUB-TEHSIL,TAFTAN SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KILLA ABDULLAH,NA,KILLA ABDULLAH DISTRICT,TOTAL,4894,758354,399299,359051,4,111.21,154.96,0.19690000000000002,7.55,360724,0.0398
BALOCHISTAN,NA,KILLA ABDULLAH,NA,KILLA ABDULLAH DISTRICT,RURAL,NA,609024,320317,288704,3,110.95,NA,NA,7.55,303932,0.037200000000000004
BALOCHISTAN,NA,KILLA ABDULLAH,NA,KILLA ABDULLAH DISTRICT,URBAN,NA,149330,78982,70347,1,112.27,NA,NA,7.57,56792,0.0521
BALOCHISTAN,NA,KILLA ABDULLAH,CHAMAN TEHSIL,CHAMAN TEHSIL,TOTAL,1341,434561,229749,204811,1,112.18,324.06,0.28350000000000003,8.27,151854,0.056799999999999996
BALOCHISTAN,NA,KILLA ABDULLAH,CHAMAN TEHSIL,CHAMAN TEHSIL,RURAL,NA,311355,164656,146699,NA,112.24,NA,NA,8.49,95062,0.0643
BALOCHISTAN,NA,KILLA ABDULLAH,CHAMAN TEHSIL,CHAMAN TEHSIL,URBAN,NA,123206,65093,58112,1,112.01,NA,NA,7.78,56792,0.0415
BALOCHISTAN,NA,KILLA ABDULLAH,DOBANDI SUB-TEHSIL,DOBANDI SUB-TEHSIL,TOTAL,1604,61741,33936,27804,1,122.05,38.49,NA,7.48,31050,0.0368
BALOCHISTAN,NA,KILLA ABDULLAH,DOBANDI SUB-TEHSIL,DOBANDI SUB-TEHSIL,RURAL,NA,61741,33936,27804,1,122.05,NA,NA,7.48,31050,0.0368
BALOCHISTAN,NA,KILLA ABDULLAH,DOBANDI SUB-TEHSIL,DOBANDI SUB-TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KILLA ABDULLAH,GULISTAN TEHSIL,GULISTAN TEHSIL,TOTAL,1536,114984,59793,55190,1,108.34,74.86,NA,6.98,66883,0.028900000000000002
BALOCHISTAN,NA,KILLA ABDULLAH,GULISTAN TEHSIL,GULISTAN TEHSIL,RURAL,NA,114984,59793,55190,1,108.34,NA,NA,6.98,66883,0.028900000000000002
BALOCHISTAN,NA,KILLA ABDULLAH,GULISTAN TEHSIL,GULISTAN TEHSIL,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BALOCHISTAN,NA,KILLA ABDULLAH,KILLA ABDULLAH TEHSIL,KILLA ABDULLAH TEHSIL,TOTAL,413,147068,75821,71246,1,106.42,356.1,0.1776,6.4,110937,0.0149
BALOCHISTAN,NA,KILLA ABDULLAH,KILLA ABDULLAH TEHSIL,KILLA ABDULLAH TEHSIL,RURAL,NA,120944,61932,59011,1,104.95,NA,NA,6.34,110937,0.0045000000000000005
BALOCHISTAN,NA,KILLA ABDULLAH,KILLA ABDULLAH TEHSIL,KILLA ABDULLAH TEHSIL,URBAN,NA,26124,13889,12235,NA,113.52,NA,NA,6.7,NA,NA
BALOCHISTAN,NA,NUSHKI,NA,NUSHKI DISTRICT,TOTAL,5797,178947,92571,86373,3,107.18,30.87,0.2593,7.88,98030,0.0321
BALOCHISTAN,NA,NUSHKI,NA,NUSHKI DISTRICT,RURAL,NA,132551,68290,64258,3,106.27,NA,NA,7.78,74082,0.031
BALOCHISTAN,NA,NUSHKI,NA,NUSHKI DISTRICT,URBAN,NA,46396,24281,22115,NA,109.79,NA,NA,8.19,23948,0.0354
BALOCHISTAN,NA,NUSHKI,NUSHKI TEHSIL,NUSHKI TEHSIL,TOTAL,5797,178947,92571,86373,3,107.18,30.87,0.2593,7.88,98030,0.0321
BALOCHISTAN,NA,NUSHKI,NUSHKI TEHSIL,NUSHKI TEHSIL,RURAL,NA,132551,68290,64258,3,106.27,NA,NA,7.78,74082,0.031
BALOCHISTAN,NA,NUSHKI,NUSHKI TEHSIL,NUSHKI TEHSIL,URBAN,NA,46396,24281,22115,NA,109.79,NA,NA,8.19,23948,0.0354
